,review_id,user_id,business_id,stars,useful,funny,cool,text,date
10,N4VM0gLjTYvnRomvP99odw,8NJnSGHRXit1OPwhFoe2cg,_ab50qdWOk0DdB6XOrBitw,1,0,0,0,"Food wasn't the best, our waiter was terrible, they don't split checks and to top it off if you want to split CC pmt you can only use 3 cards and the rest must be cash, do yourself a favor and go to the Bourbon House Kensie and Jake are awesome!",9/30/16 21:54
11,fGbpfBBD9B1NEHcnApYFJA,VKSshjHlT1vm5JU5BFJ-8A,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,this is the place to go for oysters. Get there early as there is always a long line but it's worth the wait.,7/3/15 19:46
12,jyfpmpnoIp6DxkQegGNKUg,aooRqzdbmNsoDNhoga4eWA,_ab50qdWOk0DdB6XOrBitw,4,0,0,0,"The line for this place is always so long!! But, I understand why. The food is fabulous. Their raw oysters are always so fresh (one of my favorites) and their gumbo was also very tasty. On this occasion, it was my cousin's birthday so they gave her a free chargrilled oyster, instead of ice cream like most restaurants, and she fell in love. I had never tried chargrilled oysters either so, I sopped up some of the delicious sauce that was coating her oyster with the bread they provided us. SO GOOD! We ordered a dozen of the chargrilled the next day and now life will never be the same!",9/14/18 3:19
13,XTcYonj1EAFtrl4OsRsrcg,zdb3JDpOUeEz3ulBZw-p6A,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"As always over the top friendly service and food that can't be beat.  Party of two seated at the bar and Curtis took great care of us.  Oysters raw and grilled, they presented the best that any Coast eatery has to offer.   Acme is a must visit in Nola.",4/1/14 1:49
14,m0XUFsxH4lO9dM43xY9VFg,_KVAlmVunQGM1vo0K3OB_g,_ab50qdWOk0DdB6XOrBitw,5,1,2,0,"So in 2 trips to NOLA over the past few months, I've managed to eat at Acme Oyster House 3 times.  Each time I enjoyed the fresh oysters and chargrilled oysters.  I think both are some of the best in town.  The atmosphere is casual and the beer expensive, but the food is good - that's why they've been in business for the past 100 years. 

Compared with some of the other reviewers, guess I have been lucky to have had pretty good service on each of my visits.  Hell, the waitress even bought our last round of beers on my second visit - of course lunch was disrupted by the guy having a stroke at the next table being carted out by the EMTs.

This has become a spot near and dear to my heart -  I can get great NOLA food without having to dress for dinner or make a reservation.  Definitely on my list of must eat places when in town!",1/27/13 17:37
15,KpzMO44DmwffhfdXL7nqHg,WYY7hQ7nJNfQxHWIpFSIew,_ab50qdWOk0DdB6XOrBitw,4,0,0,0,"When my boyfriend and I got there the line was down to the corner of the block.. We walked over from our hotel so we decided to stay. Great choice! 

The wait wasn't bad. We got a couple of beers and in no time we were in. 

We shared a appetizer and entree and weren't disappointed! 

1dz of char broiled oysters & a sea food platter, 1/2 fish 1/2 shrimp .. Also included fried prawns, fried oysters, fries and hush puppies.. Yes. Everything fried! But we're on vacation so it's okay :-)",7/16/15 6:01
16,VwVv8XnY16cPVr6he34GEw,828vBnOBUD9iSvSItC2neQ,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,Had lunch there today service and food was excellent!! Recommended to all! Raw Oysters so fresh and flavorful!!,6/28/14 0:03
17,0ltxApSzB00thUALzXUGoQ,oO3x0TxIz9mD_WT0oXl6Tg,_ab50qdWOk0DdB6XOrBitw,2,2,0,1,If the chargrilled oysters are the only thing u came here for u may be happy. other than that i'd stay away. The seafood étouffée was baby shrimps (maybe) in salty gravy. the gumbo was baby shrimps (maybe?)  in salty broth. and the jambalaya tasted like it was made from a box. with salt. overall disappointed.,8/19/15 5:21
18,Piapz-CysjJe0jpRzedosA,eTdjU44bQcCZe7xsuuvbqQ,_ab50qdWOk0DdB6XOrBitw,2,0,1,0,"Overrated and overpriced tourist trap. What a dry and uninspiring shrimp po boy and the grilled oysters are way overpriced. The raw oysters on the half-shell were okay. Do yourself a favor, skip this place and go across the street to Felix's. It is much better, lower price and you usually don't have to wait.",9/25/11 23:24
19,RCh8wwHv6fZ2ad0hdkSJww,f7I8MmYo01dVjIbN7yJbIA,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"We noticed the line outside acme when checking into our hotel, and decided to check it out for dinner the next night - long queue, but we were a small group and were prepared to sit at the bar, so the wait was only about ten minutes or so (would still advise dining here off-peak). The atmosphere inside is great - plenty going on but still able to have a conversation.

The food - the specialty is the chargrilled oysters, and they are a MUST HAVE if you're in New Orleans. The best I've had. Cooked in just the right amount of butter, garlic and cheese, with fresh bread to slurp up the extra sauce, these are big, creamy flavoursome oysters that even non-seafood fans should try. The boo fries are also a great addition, as are their poboys, gumbo and fried crawfish tails. 

An absolute must-do!",9/24/15 3:34
20,rBU6J88tCL0ZTDaqP-2S6w,Ccv0TwUOlg10EcykK-RkmA,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"This place is definitely worth the wait, and high rankings!  Best crawfish étouffée we've had in town, and the grilled oysters are crazy good!",3/30/16 22:57
21,SaNTDNda-wWD9geSVPqfHw,7nCVnkTJes9ou6KePNGO2w,_ab50qdWOk0DdB6XOrBitw,3,4,2,5,"Maybe I had higher hopes for these than I should have but I was unimpressed with Acme's oysters. Were they good? Yes. Were they the BEST OYSTERS EVER? No. I had oysters the night before at Mr. Ed's Seafood House and they were just as great and they were $5 cheaper. 

My brother & I decided on here for lunch since we saw the line wrapping around the corner the night before. We stood in the line for a late lunch around 3:30pm on a Monday and were seated in less than 5 minutes. It's all about timing with these popular spots. If you come on the weekend, expect a long wait. I would recommend planning for one weekday during your trip for less wait times. Our waitress was fun & sassy. She got right to it with putting in our order of charbroiled oysters. I had the 1/2 shrimp po-boy with a cup of seafood gumbo and my brother settled on a bowl of seafood gumbo. The gumbo was DELICIOUS! I thoroughly enjoyed it. My brother thought it was tasty, served at the perfect temperature and had large chunks of crawfish & shrimp. My shrimp po-boy was good as well. It reminded me of the fish sandwiches I would get from Wendy's back in St. Croix growing up. I know it seems weird but fast food in the Caribbean taste drastically different than that in the United States. This is a compliment for them. Being that it reminded me of something so simple, it was just okay for me. Damn you St. Croix for spoiling me with great tasting food from birth. We finished up with the bread pudding. That was the most memorable part of the meal. My brother commented that he wanted to lick the bowl when we were done but decided that it would be frowned upon if he did. Our bill came up to $57.29 for 2 iced teas, a dozen chargrilled oysters, 1 bowl of gumbo, a 1/2 shrimp po-boy & cup of gumbo & a bread pudding. After tip, we spent around $66. That's where the 3 stars come in. 

You can enjoy oysters and good food here at Acme but I wouldn't recommend waiting in a long line for it. There are 50 billion restaurants in New Orleans and they all claim to have the BEST ___________ (fill in the blank). With that being said, you can find great oysters all throughout the city. I recommend befriending a local at the bar, in your hotel or your Uber driver for off-the-beaten path eateries that will give you authentic, memorable food minus the wait and the bill.",8/6/15 23:15
22,_NTComppZlTjpUlTKvJ3jA,7v8Gv-6bpSJPUGdq2RN1_g,_ab50qdWOk0DdB6XOrBitw,3,1,0,0,"The char-grilled oysters were good, but I really liked the one at Felix's better. Ordered 2lbs of boiled crawfish. My friend liked the taste of it, but it wasn't for me. 

Everyone has their own preference, this just wasn't the place for me.",2/12/16 0:49
23,pANpzKEQFWDZZk1ZRT6mVA,HQ1wmVMZGGIiQhA3c0iw0g,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"Wow! Greatest food we had in New Orleans. There was a line up front to be seated, but it moved quickly. The most amazing item ordered were the boo fries. They were delicious!! The charbroiled oysters were amazing as well. Our waitress was very funny and friendly and made our experience truly enjoyable.",9/3/18 1:31
24,VFzRJIMillZ3N1a080Drbw,HIAU0RTaRUwJEoJUJ3rAIw,_ab50qdWOk0DdB6XOrBitw,3,0,0,0,"If you don't have to wait in line, go in and eat. You won't be disappointed. If you do have to wait, go across the street to Felix's, not as nice ambiance but the food is as good... In fact the grilled oysters were a touch better. 

I tried both restaurants back to back recently. At Acme I had the grilled oysters and an oyster po boy. The grilled oyster was delicious but a bit salty. The po boy was exquisite. Crispy fried oysters in a crispy roll. Sloshed down with a couple of glasses of pinot grigio.... lunch don't get much better than this. Companions had the jambalaya... OK... and the other the combination seafood platter.... very good. 

Reviewed by 500+ the place cant be bad just don't wait in line..",2/13/11 19:38
25,s9tClFso4nOD0jz0LGY-OA,uXuNr8xYXAaPBO9nzU8VSg,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"Fun place to hangout. We sat at the bar & sat in front of the famed master shucker & was privileged to see ""Hollywood"" in action! He was entertaining & a delight to chat with while having a few beers. Our waitress was awesome as well, making sure our drinks were never empty. 

We ordered 1/2 dz raw & 1/2 dz grilled oysters, it was so good we ended ordering another 1/2 dz of each. 

Raw oysters Awesome! Grilled oysters w some bread to soak up the butter sauce-DLish!",6/23/16 2:00
26,CHqWm1N72Mg4-eY0eLnktg,wL-i6xjNyQfI9w3ZJgyeEQ,_ab50qdWOk0DdB6XOrBitw,3,0,0,0,too salty and wait for long time.We see many people wait outside the restaurant however it is not worth to go there,11/18/17 21:49
27,Ck6CucWHn3Ra8X9rNw9P5g,eIG02mkM9zLvJjjtL3WWwg,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,The very best oysters if you are there and the month ends in a r you will taste salty sweet oysters! Wish I was there today- the guys at the bar are amazing shucking the oysters and laughing at life in general! Grab a beer and season your beauty the way you like it!,10/24/17 21:41
28,bP2WB9WSpMIq25OnNsNBCw,3WUXnl1m-sUbKJnvctb_kw,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,Great oysters both fresh and grilled and a nice sampler plate too. This place is great value and worth queuing for. 5* at this price.,1/2/13 16:46
29,Uj4o3r-KJtoz-ejbCwBjlg,FKuH-h_P1fAi2ec8EjXolg,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"Had oysters, boom shrimps, hush puppies, and gumbo, everything here is great! Come early, the wait could be long but we were able to sit at the bar right away.",7/8/17 17:52
30,cUUEk52n6ubum4LhIHexKQ,FBfHrbU8OvTrP5jafNnQqA,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"Lives up to the hype. Get everything you can.  The wait is worth it. 

Chargrilled oysters were amazing. 

Jambalaya was awesome. 

Raw oysters were so fresh. 

Peacemaker po-boy was really good too.

Get all of it!!!",3/15/18 23:12
31,NJ5jQBba1ndf_QDfpbbyNQ,CGwlI7N3jMnEzSnoHYlbcg,_ab50qdWOk0DdB6XOrBitw,3,0,0,0,"You'd like this if you're really into fast fried food but my boyfriend and I felt this place was a bit overrated. The food was okay but more of a Chain restaurant feel- like Friday's. Had the gumbo- boyfriend liked that.  Had a shrimp poboy, fried shrimp, fried fish, fried softshell crab, and chargrilled oysters. I liked the fried shrimp the best.  The poboy wasn't bad but nothing special. The crab kinda tasted weird...I'm not a crab expert but it tasted maybe a little spoiled in the center. The chargrilled oysters were a bit on the greasy and salty side- had alotta parmesan  The service was decent.",4/1/15 13:56
32,Ec-dSd_-pIWhb4RWktTSmw,#NAME?,_ab50qdWOk0DdB6XOrBitw,4,0,0,0,"The parboiled oysters were lit! And I'm not a huge oyster fan. The fried crawfish was good too. I hated the sauce it came with, but that was no big deal. I'd come back here.",7/26/18 14:37
33,YiYLiZzRH93RK57hsGq1Vg,OBkGFcM7cVSXBgqC4scP2A,_ab50qdWOk0DdB6XOrBitw,1,0,0,0,"So NOT worth the wait. We were teased twice that our table was ready - only to take a group of 8 instead of our group of 10. I guess it's hard to count on a Sunday. Asked for waters all around, and only brought 8 glasses instead of 10 - again a counting problem.
Cocktail sauce was super hot. Shrimp and fish were just OK, but the fries were salty and soggy.
Watch out for what's ""included"" or not - our bill reflected add-ons that we did not order - including two orders of oysters instead of one
Average po-boys. Had better ones in the warehouse district.
Gumbo was also just OK.
Service was spotty. Had to ask for more water multiple times. 
Only bright spot was the ""boo fries"" - quite tasty.
Will not return or recommend to a friend.",12/20/15 23:27
34,HnTxCMOh8vrrw5tQi9XN9Q,SIBQFjURVZn2PS4phltzoQ,_ab50qdWOk0DdB6XOrBitw,1,0,1,0,"We were a party of 6. The PO boy is served on 25 cent bread for $15.5. The Chargrilled oysters were swimming in grease. I waited 15mn for a water. They added 18% gratuity. They refused to split the check. And to top it all, they limited us at 3 cards for payment. When I mentioned that the raw oysters were not great, the manager said that they are better with crackers and cocktail sauce (seriously...)...Worst dining experience we've had in some time...",9/30/16 21:56
35,jToHCeW2yBt4ZcE99-SD1w,rLKjzfYKJ2VJ2taeYNm9iA,_ab50qdWOk0DdB6XOrBitw,4,0,0,0,"I love oysters! So I definitely had to check out this place when I went to NOLA. I must say that the oysters were great. Very different to the ones I usually eat from Tomales Bay but still tasty. I have to admit that I'm not a big fan of the chargrilled oysters. It's a good concept of grilling the oysters topped with parmesan cheese but its way too salty for my taste buds. So if you like oysters and happen to go to Bourbon Street, check out this place for sure.",8/18/08 7:15
36,JMwhm-Oc78CZuITWtkWXsA,AVpExFKoE6ttULv8EFKASg,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"We sat at a community table and loved the experience. Grilled oysters are a must, but the red beans and rice and gumbo are also great! Get a draft beer and enjoy!",6/22/16 22:42
37,nQ5q1UnaJSe699exoRXl8A,sQ9MSCeSP3NGq9EgcdC55A,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"I'm pretty sure that while I was in line waiting to get in, I got hit by a bus.  Because after eating 2 dozen chargrilled oysters, I know I am now in heaven.  OMG they are amazing; probably the best oysters I have ever had!  Also the seafood étouffée and crawfish were excellent.  Totally worth the wait!",4/1/14 2:19
38,Si35qV1r_Gdp5tC4AGXY3A,BZKNUhuE-e5zvAWpMwJ39A,_ab50qdWOk0DdB6XOrBitw,3,0,0,0,"Go for the chargrilled oysters, they were awesome. Don't come for the PoBoys or Gumbo, there's better to be had at lots of other places.",9/4/13 5:21
39,ae1w-qTRCfW5mor-WhBYUA,Ye-9S8f2dt41UBfy4lXffA,_ab50qdWOk0DdB6XOrBitw,4,0,0,0,"Char-grilled oysters were pretty darn good! The smokiness and buttery flavor truly accented the oysters. If you've never had 'em, try 'em!

The reason they get 4 stars: the 12 oysters were very small for $20.",8/22/10 3:58
40,kGv3oOr_MnGh3RqAxR9qkA,Fq5CvUC1AzK8GSmpyn0UeQ,_ab50qdWOk0DdB6XOrBitw,3,0,0,0,Solid bar food.  Nice alternative to Drago's - I still think Drago's has the best oysters but saw a cockroach behind the Drago's counter (downtown location) so I tend to frequent Acme's instead.,5/12/15 18:41
41,azd7YEfyS3dmyBqFCG78VQ,kcHegTlAKEbAAP_9Xr3shQ,_ab50qdWOk0DdB6XOrBitw,4,0,0,0,"Charbroiled oysters were amazing, fried crawfish was pretty good. Gumbo was just OK and the service was really good. Will definitely come back!",6/11/16 20:38
42,9EWnndM2r4lYKC5uk8IxWQ,KXlEgbJp7N0wOinFJNBpWw,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"Chances are if you come to ACME you will have to wait for a seat. After waiting i can tell you it was worth it. All I had to say is WOW. I ate here the first night I was in the big easy with my girlfriend & it did not disappoint. We each started with a cup of gumbo & it was the most delicious one I had in NOLA. We moved on to the next course and decided on the chargrilled oysters. Being the first time I had ever had oysters, I can say they were absolutely amazing. The butter herb sauce on it mixed with the bacon & cheese were perfect. How can you not like bacon?! The staff was very friendly and informational, the place has a very lively atmosphere & I would 100% recommend stopping here in your trip to the big easy!",1/21/18 5:13
43,184LiYgakCvWy_LRm65Ctw,fD5LCaRaZc_9uIL7ZGMwDA,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,4.5. The soft shell crab was amazing.  Very large and tasty.   Raw oysters were classically yum.  Charbroiled were ok.  My daughter who doesn't like seafood loved them but dragos has em beat.   Etoufee was ok.,11/21/16 23:22
44,JwGEsg3T4pEHGgQi86OZzw,bdIueXy-Sc0DfqzXbm9AEg,_ab50qdWOk0DdB6XOrBitw,5,0,1,0,Had to get chargrilled oysters the first day in New Orleans. Just like I remembered.... Bread sopping good,7/3/15 20:31
45,7C811SV6qlw6aGtYi32dvQ,nop6xLcsPW-54M6SvhHCsg,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"First place you go in NOLA is here, stop everything your doing and eat. Then when you're ready leave NOLA, eat here again. OMG ! AMAZING.
Ask for Helen as your server. Shut your pie hole and let her guide you to an awesome dinner. She is just the sweetest person and knows exactly what you want, even if you dont. The restaurant is amazing but gets my 5 stars because of Miss Helen",12/15/17 23:31
46,DpDyruxd80aHnWfRbVAztA,6I_vZ-DzDshlL7tP_cjEVg,_ab50qdWOk0DdB6XOrBitw,4,1,0,1,"One of the best and least expensive meals I had in New Orleans. My meal consisted of everything New Orleans I wanted to try: oysters, crawfish, po'boy and gumbo. The 1/2 soup 1/2 sandwich option is great, seafood gumbo was bowl-lickin' good. Drowned it down with a few local IPAs. Sat at the bar and met a few other out-of-towners for cocktails later that evening.",10/3/13 15:32
47,Cgr93RyLblPPmVHfC5ogRw,cF5JyW6_oXZXjjxmtXNtPg,_ab50qdWOk0DdB6XOrBitw,4,0,0,0,"This place is definitely touristy but the food is delicious! The last time we went, we did have to stand in line, but it moved relatively quickly.  It's not overly expensive, and you wouldn't really want to go there for a romantic date.  If you just want some great food, this is a good stop.  I like taking out of towners here because they get the New Orleans experience and I get some delicious food!",5/8/13 14:28
48,F2PyCr9ZDVBUy2q03604Zw,6gGKDAtKhc508aTLUyzw1A,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"Hands Down the best Jambalaya!!! Wonderful experience. This place was the best part of the visit. Friendly staff, Fantastic Cocktails and Awesome food. I highly recommend this place. No matter when you go by it always has a line. Every restaurant here has waiting time of more than 1 hour. We ordered Boom Boom Shrimp, Fried Soft Shell Crab Platter, Seafood Etouffee & Jambalaya. Other than standing in the line for more than 1hr 30min, I give them 5 stars for the service and delicious food.",5/29/18 0:26
49,TJrhmbhRjYS3hkVs7g3vJg,MksXytmVtf3oELjYMBlJ0A,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,Damn good time here! Highly recommend this place. Long line but worth the wait drinks are strong so be careful.,12/2/17 20:51
50,zWIprI_wfSMxO5BmiEOazw,y-j9Lzl1dDHBgzdYoDG6JA,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"The food was so good there. Its a restaurant that I have to visit every time that I'm in New Orleans. Their ""Oyster Shooters"" are reasonably priced. If you have a couple beers and a shooter you will feel good for a couple hours.",1/2/13 21:13
51,gKJb0lISZm-6EOGmk3RUGQ,_o-s8BLpnty-daukCCGnYA,_ab50qdWOk0DdB6XOrBitw,4,0,0,0,My first night in town and I was craving some crawfish after bar hoping. Called around and places were either already closed or not serving crawfish. Then I found Acme. OMG. Best crawfish I've had in a long time. I was in town for 4 nights and ordered 2lbs every single night (except the one night they ran out around 8pm). Service was always great and got to a point where they knew me and my order by name. Very fun staff and cute little place. But be prepared to wait. They always had a line outside. I was only able to bypass it by ordering my crawfish to go every night.,2/23/18 21:42
52,rCHgYrKl-OWfb-WAz13snA,nLfMbigyqpSwNLuCZexeQg,_ab50qdWOk0DdB6XOrBitw,4,0,0,0,"If our table had been wiped down and if they served anything green I would have given it five stars.   If you know New Orleans a lot of places are like this, not too clean but boy the food is good. 

We had charbroiled Oysters,,,yum.  They were really good and I was with two locals who agreed.   

We then had the fried peace maker po boy.....yum.   And yes it had a little lettuce on it..yea something green.  The shrimp chowder was good too. 

I love love love this place, but wish I could balance the fried food with a salad.",10/24/13 2:53
53,3Pa4-wPHNqhbAaJ8hbewhw,DxufGL53YG8G4UDjJpnqgQ,_ab50qdWOk0DdB6XOrBitw,4,0,0,0,"Food is amazing! One of the top two places we ate during our 5 days here. The line outside was long but they have a list at the door so make sure to walk up and put your name on it. I didn't give it 5 stars because once we were seated we had to wait another 30 plus minutes to get drinks and place our order but once the food arrived no one said a word and ate every bit of it from the soft shell crab, oysters, fried shrimp, fried catfish and po-boys! Hush puppies we're also amazing. Definitely a must go when in NOLA!",4/15/15 16:04
54,VoPMpYzoz_BLGl4My4oSNw,YDNXPZxc1Ud1o-QosjLJDQ,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"We only waited for about 30 minutes, but I would have waited all day! Damn good! Chargrilled Oysters! WOW! A word of advice - make friends in line and be prepared to be flexible with your party size. You'll  get seated faster. They won't split checks so come with cash if that's your plan!",3/15/18 19:47
55,Bsx7f3fIOH_bYQzapdHxeQ,yltb7KJlYC-xmCW0Mfkpeg,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,"Enjoyed this place so much, I went there twice in one weekend!  Everything I had was delicious.  These oysters were better than any I tried anywhere else.  A must for anyone visiting the city.

I recommend getting a seat at the bar and having the shuckers serve you up what they are shucking right there - they are fun to chat with too!",6/26/12 13:35
56,x9jiZXcGVQUBhZcwvOMyfA,H_ANqdW34opIDdRtC9n98w,_ab50qdWOk0DdB6XOrBitw,5,1,1,0,"Fun atmosphere, great service, cold beer, delicious oysters, po boys...whats not to love?",5/27/11 10:32
57,hMrNDdCsudymWPSPI38UwA,UCObMk4JQXzzN4bmhzPHmw,_ab50qdWOk0DdB6XOrBitw,3,0,0,0,"Great oysters, raw & grilled both. Entrees I found lacking, had the medley with gumbo, jambalaya & beans/rice with sausage. Beans/rice with sausage was the best, I also tried the fried soft shell crab, found it to be good for fried food. If I come again will be strictly for the oysters.",7/4/15 1:37
58,6o5tu6PD8uBK4Q_fG3Qcuw,redMnUINJSmtWGvlWF6-Ag,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,One of my favorite restaurants in NoLa. They can get pretty busy and the waits could be long. Stopped by here with 5 of my friends and there was about 20 people ahead of us in line. Got seated in approximately 25 minutes. Service inside the restaurant was fast. Orders were served quick and the food was amazing! Will definitely be back again!,4/4/18 8:15
59,bd_B-F1dgfpcSrFYKU2psw,6wlObgKMhsddw2kX23U8SA,_ab50qdWOk0DdB6XOrBitw,4,0,0,0,"Good oysters. Long wait. Cold beer. Great location in the Quarter. What could really be wrong with any of that? Nothing, esp. for a good poboy or raw oysters.",7/16/15 15:46
60,v69OCGo6TZc89U4ABtYZYg,Jn3i1AGyDp3FmbIBCjGkzg,_ab50qdWOk0DdB6XOrBitw,5,0,0,0,Best fried soft shell crab I ever had!!!!!!!! I love ACME its the BEST fast good food will go back every time I'm in NOLA for sure!!!!!!! Thanks ACME!!!!,3/3/17 20:06
