review_id,user_id,business_id,stars,useful,funny,cool,text,date
-s1rrKUCaFTtuQdRcCcp3A,HrGiHvtHGf3JMaLpPfPQGg,VQcCL9PiNL_wkGf-uF3fjg,5,0,0,0,"Food was incredible! We had the oysters, stuffed mushrooms, and the crab claws, and everything was fantastic. Our server Tina was the best. Excellent service!",2015-09-24 17:41:38
7tkJPSSRsUiKwi6ZcHMErg,hVXj8lnaTIMLTkD_yjSj6A,VQcCL9PiNL_wkGf-uF3fjg,4,0,0,0,French onion soup was great.  The chargrilled oysters are on the small side compared to dragos which are big and great.  They're still okay here.  We like this place because we can sit by open window and we are never disappointed.  We just go to Dragos for our chargrilled oysters usually.  We will be back to royal house,2014-04-19 16:35:35
A8ufMJm0hN-7rWbgFFIVTQ,2-786bThEQtLMRMnvrkpwQ,VQcCL9PiNL_wkGf-uF3fjg,5,1,0,0,I came in on the night Hurricane Nate skipped New Orleans and sat at the oyster bar. I had chargrilled oysters that were amazing. I used my bread to sip up the butter/cheese/garlic sauce that was left in the shells and when that was gone I received crackers as well and used those for the rest of it. My server/oyster shucker was Antoine and he was very friendly and helpful. Their chicken and andouille sausage gumbo is amazing though not as spicy as some would like I think. I had the Dark and Stormy cocktail which was pretty fantastic as well.,2017-10-11 13:50:01
LovW7aZL6apmFNRwq06c2g,dClRLf-olyEjrcLAo45Maw,VQcCL9PiNL_wkGf-uF3fjg,1,2,0,0,"Very slow service.  It took us 20 minutes just to get a waiter, while all this time one of the waiters was reciting his life story to the table next to us.  The entire thing including how his family got to the US and how he wasn't born in New Orleans, but got there when he was very young so he felt like a native.  Finally someone showed up, but it took another 20 minutes to get our po-boys. The food was bad too. The bread was dry, the meat hard, and the shrimp had not been deveined.

They even messed up one of the tomato slices in the po-boy.  Three out of four were good, one slice was bad.  How do you mess up a slice of tomato?  All you have to do is a pick a good tomato and cut it.

Unfortunately, after waiting so long for the food, there was no point going somewhere else at that point.",2013-05-07 13:53:52
N20dVterWHKj9EvPOpBnqA,LX5kctPlNNzB8Dpgz5x3Pw,VQcCL9PiNL_wkGf-uF3fjg,3,0,0,0,"Walked in. Seated quick. Quick drinks... Then no contact. We wanted to order for a while then magically as I type this for you our waitress appears and we order the ""taste of New Orleans"" and the ""Po Boi"" also stuffed mushrooms to get started!!!!!",2014-07-28 02:50:59
nLCPtO_OjDQCCITB0rhC8w,--78aksX3obHJ6671pjJqA,VQcCL9PiNL_wkGf-uF3fjg,1,1,0,0,"This restaurant has the worst service of any restaurant I have ever been to in NOLA. Went in at 8:30 and was seated at a two top by the window across from the bar. Frazzled waitress came by for drink order and I quickly gave her the order. Also tried to order some crab that they did not have because they were not in season?? Why did the menu not say ""seasonal"" by that item then? So after 10 minutes the frazzled waitress comes back by and recites our drink order again....okay thank you for reciting to me what I already knew I ordered because I wanted it. Now why haven't you put that order in? Needless to say we left and had dinner and drinks elsewhere. No idea why people have rated this restaurant so highly. Sad we had the experience we had. :-(",2014-10-27 02:54:31
bZuaT0VfCi7i_2lgXtvcPw,Xiz9O6nGAKlSP6u8_Eet3w,VQcCL9PiNL_wkGf-uF3fjg,3,0,0,0,"Very cramp, the tables that seat 4 are small card tables, knees are knocking.  Wait staff is friendly and helpful.  Food is good.  Bloody Mary not so - weak and glass tall and skinny.",2015-12-20 23:06:40
P_59vUmYMA5UUAaku076AQ,tIk0MKA7pl4bYDOE0-OYwg,VQcCL9PiNL_wkGf-uF3fjg,1,0,0,0,"Food was just okay and overpriced. Three of us ate the appetizer, grilled oysters and they all had tummy ache a couple of hours later. :( I had the Alaskan Snow Crab which was either overcooked or not fresh because the meat was stuck on the shells, some parts of it were cold, too. It was also too salty, you would not be able to finish it. Steak was good but overpriced. We all liked the banana foster with cheesecake. Service was not that great. We were initially invited in then sent back out saying the table apparently wasn't ready. We went back in and went upstairs and the table still wasn't ready. We stood around for about 5minutes upstairs while waiting for them to set up.",2016-05-31 03:21:22
tdHBdXyMrD_unyhC1tuhMA,86Fgk1s0tAVioJtVnJeBHg,VQcCL9PiNL_wkGf-uF3fjg,4,0,0,0,"My boyfriend and I had a delicious meal here on Sunday night.  There was a wait for the balcony seating, so we went ahead and sat downstairs because we were hungry.  We shared the stuffed mushrooms to start, and they were delicious. I was only able to eat a couple because they were quite rich but perfect for sharing.  My boyfriend started with some chargrilled oysters, which he greatly enjoyed.  I got the red beans and rice, which I enjoyed.  My boyfriend got the crawfish étouffée, and he absolutely loved it.  I tried a bite and thought it was delicious, but a little too rich for me to have as a main course.  It was a delicious restaurant that I would recommend.",2014-03-14 04:27:08
Swf4Dunw4800Rnz6SW-4Yw,zUacoQBOUUPcz2SMX4MALA,VQcCL9PiNL_wkGf-uF3fjg,3,0,0,0,Lots of hype but a little disappointed as food (jambalaya) came out warm and didn't looks freshly made. It did had taste though so giving them benefit of doubt. Place seems to be busy so you don't get much of special attn on service side. 3/5 I think is being generous here for first timers.,2018-02-24 01:17:05
5mD_242fF8l3Y0BnEsyjPA,LHxVCvrMaJIFMWji3aMH0A,VQcCL9PiNL_wkGf-uF3fjg,2,0,0,0,"The food is JUST ok. It's adequate in an area where you're walking distance from extraordinary. The price to food portion ratio is also WAY off (don't get the gater appetizer, it basically comes in a shot glass). If you're on the fence enough to check a Yelp review, I'm certain you can do better in that area.",2017-10-02 01:41:41
ZG2uI25lmmO8XfWDwPz2Zg,ruv3bJf6Lc0HEGkT6floxg,VQcCL9PiNL_wkGf-uF3fjg,4,0,0,0,"Great service and staff
food was fun.  Ate  a lot of oysters here.   Oysters seem not as clean as I am used to but that must be a  regional thing.   Tasty drinks


overall solid experience",2014-09-09 17:46:30
25p7cFXZJ7Pq6qGcKDG6Uw,jOzuSaVU0vuXdAS1SLVErg,VQcCL9PiNL_wkGf-uF3fjg,5,1,0,1,George was our server and his recommendations were on point. We order the alligator and the shrimp po boys. So good! But the crab claw appetizer was to die for. I wish I had a bag to take home the sauce in and try to duplicate!,2015-04-28 23:10:46
Fs-K-Cv59h16nD7-0-jAuw,sZAwGsZ-ZKphCchgi5YgQQ,VQcCL9PiNL_wkGf-uF3fjg,3,0,0,0,"This was our first meal in NOLA and I was super excited to eat.  We happened to stumble upon this place and it got good yelp reviews so I thought why not.  There was also a small line outside the door before it opened.  The environment was quite nice and we were seated by the window.  The service was SPECTACULAR.  However, we were less impressed with the food.  I ordered the sampler which was jambalaya, gumbo, and etouffee.  My friend order the shrimp po boy with fries.  I don't know if I was just hyping it up too much, but the food was just okay.",2016-08-12 21:58:58
tsBpogwGm7UhAcVmlYZzBQ,uZLkqZuFV-PF_syWfgvs5Q,VQcCL9PiNL_wkGf-uF3fjg,1,0,0,0,"Food was terrible , waited over 30 min to be greeted and for water and spent almost our whole night there service was just that slow would never come back.",2018-03-04 01:25:50
g1bxRq3llebv3ndCM8HmBw,8a4Wlam7xCcSj5fUmhWItg,VQcCL9PiNL_wkGf-uF3fjg,5,0,0,0,"We had to wait outside for about an hour while the kitchen staff was taking a break?  Really?  They should have seated us and said, we have wait a little while to take your order because we've been so busy.  So have a few drinks and relax.  Owner would have liked the revenue I'm sure.  Ok, with that said, I had almost every type of oyster and they were awesome.  Raw, royale, Rockefeller, and grilled.  OMG!!!!",2017-03-15 03:39:04
C9XhFD0zIlxi8zVZ9wq6QA,TOVd50v96rMKmODqSAN7Zw,VQcCL9PiNL_wkGf-uF3fjg,1,0,0,0,"This place is in a great spot in the French Quarter, right in the middle by the courthouse.  I went with a couple of colleagues that evening upon reading good reviews. The food was decent. It wasn't standout but decent for the area and price point. I had the redfish and another colleague had the ribeye. We also ordered stuff mushrooms and the tacos for appetizer. Unfortunately the bad outweighed the good. Our seat, right in the middle of the dining room, smelled like million armpits and wet feet jammed in my nostrils. It was so incredibly offputting. This may be a one off, but this should never happen. I'm hoping it wasn't  eminating from the kitchen... just for this reason I can't  justify giving this restaurant anything but a single star. Management needs to be on top of stuff like this.",2018-03-23 22:10:28
Wbjod3ihClSmLCgq3dB8ew,uAXEIHkFLvNOpmB85L-bNQ,VQcCL9PiNL_wkGf-uF3fjg,4,0,0,0,Had dinner alone at the bar. Good cold beer. Excellent big creamy raw oysters. Amazing oyster pasta.,2016-06-23 03:18:36
BcU09yghTbMNigZ71UPJBQ,HtmDJiY9nciUZyBxvhOE1g,VQcCL9PiNL_wkGf-uF3fjg,4,1,0,0,"What a fun night celebrating our birthday! Had oysters chargrilled and thanks to yelp for our appetizer discount. Shout out to yelp! Lovely voodoo drink, I wanted a hurricane but Heidi suggested this drink!!! Had tortellini and some raviolis. The ettouffe had battered crawfish and rice. Then we had bread pudding!!!! Lovely time!!!! Lovely people!!!!",2015-10-08 02:20:22
WA31Sx4Vkcw2FomuWbLdNg,ncFicpjcE2_GZj1FkGBQvg,VQcCL9PiNL_wkGf-uF3fjg,1,1,0,0,"We ate here after Jazz fest 5/6/2013... I wish I could give this place a .5. It was one of the worst places I have ever eaten in my entire life. I would eat some dirty street food before eating or drinking here again. First and foremost, we had the worst service, the fellow we had didn't even deserve a tip, his service was atrocious at best. We started with drinks I ordered a pear martini and my other ordered a bloody mary. The pear martini was made with the Worst tasting ingredients of all time and so much melon liquor that is all I could taste.  so bad. The bloody mary I am told was just as bad and overly salty. (We never got another drink because the server was too busy to wait on us and never again once throughout the entire meal asked if we wanted a water or another drink). We then ordered the spinach and artichoke dip which was actually very good, it is a very simple thing to make. Unfortunately, when the waiter took our drink order when he took our food order as well and we never saw him again until we were finished with our meals. I ordered the steak because I don't eat seafood. First mistake because it is USDA choice beef being the worst quality of beef with a better name. The steak came out under cooked, flavorless and cold. It said Cajun and creole, this is laughable!!! The sides were just as bad as the steak, cold and flavorless. My other ordered gumbo and oysters. The gumbo was flavorless and to his knowledge there was no seafood in a seafood gumbo. As horrible and repulsive as the oysters looked to me and my other half, he said they tasted fine and they didn't make him sick so that is all that matters. But if you could see oysters before you bought them we wouldn't of bought them because they looked like the lowest quality oysters ever. If our server would of came back and asked how our meal was I would of sent mine back and asked for nothing else. I ate about a quarter of a $30.00 steak when the server took my plate he didn't even ask if I was done or how my meal was. He took my others plate and again didn't ask him if he was done and he was in fact still eating. (this was again the first time we saw our waiter since he took our order and no other server checked on us through the entire meal). This place is a tourist trap that gets tourists with their balcony!!!) We tipped the dude $9.00 on a $100.00 bill but he didn't even deserve a dollar. I am one to tip very well when warranted,  if you are a good server and even if you are having a bad day and I can tell I still  tip well but if you give it no effort at all you deserve no tip!!! The food and service at this place are absolutely horrendous!!! Save your money and your time!!!!",2013-05-28 23:05:49
Bq22NCQAJWy2hs___qchBQ,uqxcVyfi5GLh4SQpp149hA,VQcCL9PiNL_wkGf-uF3fjg,4,0,0,0,"a great stop for the family in the Quarter. something all of us loved - the balcony was great to people watch. great service too, also a discount for being a local resident! who would thunk it?",2015-12-21 05:37:18
75YOwnXHNTFB7dZG1OShmQ,eYF2kBpAO6LgOC5vJ74t9Q,VQcCL9PiNL_wkGf-uF3fjg,4,0,0,0,The menu here is filled with amazing options. We ordered    half shell raw oysters that were pretty big and tasted great. I ordered the crawfish ravioli which was absolutely amazing.,2018-08-23 21:08:11
KjSGUrJ_ZOpBem1opJwpMQ,omgMEz2n7oDaLCRWvbyh8A,VQcCL9PiNL_wkGf-uF3fjg,5,3,1,2,"Loved the food and the service here.

Oysters on the half shell ($13) - shucked at my order and were served in the briny juice with all the fixin's and were delicious.

Oyster tacos ($10) - four tacos as an appetizer. Layered flavors - I would have ordered these as a main.

Shrimp Creol ($16) - served with rice a great spice to it.

We caved and had the Bananas Foster for dessert because...we could. Yummm.

Drinks, food, THANKS BECKS for the great service and awesome one-liners. Much appreciated.

Also loved the balcony seating on a gorgeous night in NOLA.",2014-08-11 01:44:08
yivrSUpmCDl2Txlz9oyoww,rxUKSS4Ad6xDp1d7U-Ib1Q,VQcCL9PiNL_wkGf-uF3fjg,5,1,0,0,Etouffee and chargrilled ousters were as good as advertised. Would definitely come back.,2014-11-30 02:24:07
qetpDqdh4strRbaYk0kMxg,JBLzWUCawHU8vePjQYFI_Q,VQcCL9PiNL_wkGf-uF3fjg,5,0,0,0,The food was great large portions. Cold drinks and great staff will come back again if we are ever in town again. On vacation and this was a wise choice for our first meal in New Orleans.,2016-07-14 21:22:15
Y2X4JaeNp7tj55l2SGwXFQ,YCM82sJ7vMbeDf1PQpWx1w,VQcCL9PiNL_wkGf-uF3fjg,2,0,0,0,"Sad, sad sad. Quite honestly some of the worst BBQ shrimp and grits I've ever had the displeasure of eating. And unfortunately, our meals took an hour to come out. I love New Orleans, I love good restaurants, this is not it. Move on...and consider yourself lucky that I've taken one for the team.",2018-04-27 21:56:36
-WAmGRqUaf8_HgzXMdYWEw,zqOC1XMMBEtyIKGTafJAKw,VQcCL9PiNL_wkGf-uF3fjg,2,1,0,0,"Mediocre food at ridiculous prices. Ordered the redfish beignets, crawfish ravioli, and taste of New Orleans. Nothing tasted particularly fresh. Mostly tasted like it came from those massive frozen food trailers you see on the highway. Nothing felt like someone was really ""cooking"" it. Nothing absolutely awful but not worth the price and wait. 

The taste of New Orleans wasn't very good. The gumbo was way over spiced, etouffee was soupy, and jambalaya was dry and bland. The rice in all was slightly under cooked. Not a good representation of the city. Crawfish ravioli was just regular red sauce with some spice and micro sized crawfish dropped in. No crawfish was in the ravioli. Huge let down when it was the same frozen ravioli from Sam's club for a 30 dollar dish. 

Couldn't sit upstairs due to a last minute private party that took the space. Had to sit in a cramped space near the bar. Loud area by the sidewalk, not much space to back up your chair without smashing into another patrons chair. 

Was nice that we put our name on the list and could come back. They had called shorty before we showed up and put us straight to the front. 

Overall, much better places to eat around the French quarter. Keep on walking.",2016-05-31 03:24:44
yveKrij6D3k4YsvuAWOBng,z4DUjqfmLSZAq7tdPecOZg,VQcCL9PiNL_wkGf-uF3fjg,5,0,0,0,"A special call out to Maegon B for being our lovely waiting and providing an excellent customer service.

We came here for our last evening in New Orleans before flying back to San Jose, California. We didn't know what to expect but we got a seat outside the top balcony. What was so wonderful was being surrounded by the lovely New Orleans environment including a violinist downstairs and looking down the streets of all the fun.

What stood out to us about the Royal House was the delicious food and drinks. We would highly recommend the mix of fish and shrimp with the chips alongside an appetizer of alligator bites.

Overall, we would return to this place and highly recommend it to any of our friends.",2018-03-04 01:22:37
2iTPwMR-bBFW3Fw72ASwkw,ZYZNcugF3xUEGyLOVGiZ0Q,VQcCL9PiNL_wkGf-uF3fjg,4,4,2,3,"A perfect Bloody Mary high on a balcony overlooking the action below?  Why yes!  Sounds like a way to wile away an afternoon in NOLA.

We arrived and told the hostess we only had two requests, Bloody Mary's and an outdoor seat.  She smiled and said, ""come this way"".  And so we did.  

We walked through the bar, up the stairs, though the dining room and out on a narrow ledge with darling bistro tables.  And so there we sat, watching the show of people below us who had no idea that right above their heads were ladies sipping on their Bloody Mary's watching the world go by.

Can't talk about the food, but for that moment, life was pretty great!  Funny the effect a nicely poured Bloody Mary can make on a day.

Stop in and have your own special moment!",2015-07-16 16:02:07
XWAQg-LLLJeEWc-lrfe-5Q,_dgzDZaQIGfVPSoiWiE80A,VQcCL9PiNL_wkGf-uF3fjg,4,1,0,1,"Very good overall, except the shrimp jambalaya was way too salty. My husband ordered a shrimp pasta dish with cream sauce which was delicious. Price is a little high for what you get, in my opinion.",2015-09-09 20:31:32
MJvaVrxWKeNiQ9lU4THYcQ,zPxvMIlv0W0HgTlMoU-WaQ,VQcCL9PiNL_wkGf-uF3fjg,2,5,2,2,"Food was just okay, service is slow.

- Alligator Bites: tastes like chewy dark meat. The heavy seasoning made it a bit too salty.

- Po Boys: good bread but a bit too hard to eat as a sandwich. I ended up just picking off the fried shrimp. Shrimps were on the smaller side and bland. The beef po'boy tasted like a roast beef sandwich with gravy.

- Taste of New Orleans: neat way to try a bit of everything including gumbo, jambalaya, and etouffe. Just okay, nothing particularly stood out. 

- Service is slow. Eating time was 20min but we probably dined for more than an hour.",2015-05-26 06:45:52
CjFvvzatkn204h7Ywo8w3w,mv4wWkelOZobT0temXyHvg,VQcCL9PiNL_wkGf-uF3fjg,4,0,0,0,"Dining Date January 17, 2015.
Stopped in for a snack late afternoon. The crawfish cakes were outstanding, as were the fried alligator bites. Our waiter recommended the bread pudding with raisins and white chocolate sauce. The dessert was incredibly delicious! 

We sat outside on the balcony watching the crowd walk past on Royal St. Great atmosphere on a late Saturday afternoon. The service was a bit slow, otherwise would have given 5 stars.",2015-01-18 16:45:14
Bxs_81GimCvkLcNZxxgB5g,u-0ge-PBadUhzZy5m9WMZw,VQcCL9PiNL_wkGf-uF3fjg,4,0,0,0,The seafood stuffed mushrooms were really delicious. The baked shrimp tortellini was also amazing. The service is slow or I would give 5 stars. I also liked the intimate balcony seating too.,2016-10-13 20:33:36
GZeVwV9pkzc1-qtVhzEurg,yIWrGXKtagC5bLsxh0Dh7Q,VQcCL9PiNL_wkGf-uF3fjg,5,0,0,0,We used a free appetizer coupon just by checking in on Yelp. The stuffed mushrooms were off the chart good. Red beans and rice had great flavor. Can't go wrong here.,2017-06-28 00:16:58
P72I1jIHtWHwp_HeCLsorw,ugxqxY-0JLDnSvt6x3werw,VQcCL9PiNL_wkGf-uF3fjg,2,0,0,0,Not the best place. We ordered raw oysters and few entrees. For some reason they forgot the oysters and brought the entrees after 20 minutes. We canceled oysters and had them somewhere else. Also there was water leaking from the air conditioning vent directly onto out table. Food was average. Won't visit again.,2017-10-02 03:31:59
_fOi6DFkCm7_t8zjZA0lnQ,YxSEWp2XZT3mBCXZZzTPCA,VQcCL9PiNL_wkGf-uF3fjg,4,0,0,0,"I had the fish po boy sandwich, which was amazing. Not what I expected but tasted great. The bread is fresh and crisp and the fish tastes amazing! (4 stars)

My wife had the pecan crusted mahi mahi, which turned out too spicy for her and they were kind enough to change her order free of charge. Note that it didn't look anything like what we expected based on the description. She ended up having the eggplant and chicken Parmesan which tasted amazing (5 stars)

The staff were very nice and friendly, the place isn't 5 star quality but the food is great!

We had a free spinach dip appetizer courtesy of Yelp, which wasn't fresh honestly and the nachos were extremely oily! We've had better. (2 stars)

Overall, I give the place 4 stars because the atmosphere wasn't great and the bad experience with the appetizer.",2016-08-13 02:27:14
k1QQqJWXh7BAcnSqs_kauQ,xVKE_HJ2pwUtTdLbL3pnCg,VQcCL9PiNL_wkGf-uF3fjg,5,0,0,0,One of the best Oyster Po-boys I had in NOLA!  Delicious!,2016-11-22 00:21:41
7y08-RaGIPh58jdiEXXSdw,MzJ-okNwJElLRmX78ylSRA,VQcCL9PiNL_wkGf-uF3fjg,3,0,0,0,"Bleh is the best way to describe the food. My husband and I, along with another couple, came for dinner. We were seated quickly on the balcony and the service was fast and friendly but the food was mediocre. We got a shrimp pot, shrimp platter, shrimp po boy, and spinach dip.  The dip was the best part and it quickly went down from there. The shrimp po boy was way too dry. I thought these things had a sauce that went in it? The boiled shrimp pot was not spicy at all, despite the waitress warning us it would be spicy. The shrimp on the platter lacked flavor and was chewy. Would we come back? Only for drinks and the balcony seating, definitely not the food.",2017-03-27 03:42:54
_3fqKXi9iZxfBTNE1eeuMg,2ihS9bk-WcdK9gFjQR-98Q,VQcCL9PiNL_wkGf-uF3fjg,5,0,0,0,"Great spot close to many tourist attractions, such as Bourbon Street, that at the same time feels not-so-touristy. Good for romantic dinners for 2 on the balcony or a meal with a group of friends. The menu features excellent raw and char grilled oysters among a variety of other items. For me, the best part about Royal House is not only the atmosphere and location, but the price point for such a great restaurant in such a touristy part of town.",2016-02-11 22:43:52
jXFLAdKIa3O6fenGKo7smw,Ogpk4ZS5A1nwla5L8_olNg,VQcCL9PiNL_wkGf-uF3fjg,2,1,0,0,Blackened Shrimp jambalaya was overly salty. Crawfish ravioli looked fantastic in pictures but what was presented was completely not what was on the menu. Ravioli was supposed to be a breaux bridge sauce but we were served ravioli with what seemed to be a tomato-based gumbo on top. Drinks and oysters were good though.,2015-06-21 04:14:18
N1RZgwovJlxMuFsdYs58KA,kqQu3J01dgojqpXR_aBBIA,VQcCL9PiNL_wkGf-uF3fjg,1,1,0,0,"EPIC Fail - Terrible service, awful drinks.  I am my friend ordered an Old Fashion, got muddled orange/cherry with what seemed like Sprite - absolutely zero whisky in either drink.  Sent it back, got back the same drink with a dash (like a dash of bitters dash) of whisky in the drink. Server September was absent from the floor most of the meal, asked for a spoon with the Gumbo, never got it... reminded her when she showed up with the check - but the gumbo was cold... We would have had dessert, but never were asked, so we went to Brenan's, where it was exceptional.",2016-11-10 15:46:22
xp-V--4BnLHdT8Z3BDhKTw,vEtIkOjS93lSRRExJ1UfPA,VQcCL9PiNL_wkGf-uF3fjg,3,1,0,0,"I ordered the shrimp and grits. Unfortunately the grits aren't the traditional grits but they are a fried grit patty smothered in barbecue sauce and very substandard shrimp. I didn't care for it at all. My friend had the crab legs which were extremely small. Eating crab legs are a challenge in itself, these crab legs were so small that she gave up trying to eat them because they were over cooked and very small. The highlight of the evening was our waiter Willie from Memphis. He was so incredibly awesome. He attempted to offer up different options for me because of my pecsectarian diet. It was difficult but he tried and kept a smile on his face the entire time. Willie is a gem in this place. He has an exuberance that can't be matched. He loves his job, he loves the customers. Yea Willie!!",2016-07-25 16:28:18
mfYjmRTsTEPc7VH_rTM30w,qnO7LwnzPu8rdyCN4ClBSg,VQcCL9PiNL_wkGf-uF3fjg,4,0,0,0,"The week that I moved to New Orleans, my mother, brother, boyfriend and i were walking in the Quarter looking for some decent cajun food. We by chance happened upon Royal House, and we left very happy. Our server was a friendly woman who gave plenty of recommendations. We ordered crab claws for an appetizer, and we asked for extra bread to get every little bit of sauce left. They were delicious. We each had different entrees, and everything was great, although my mom wasn't a huge fan of the shrimp and grits. We ended up coming back when my family visited for Christmas, and the rest of them who weren't here in August also enjoyed their food and the service. Definitely get the crab claws!!!",2013-12-29 07:37:38
EbzhOqS8dbnRdnC5loTwHQ,XrYqUfqHbW414CeKPsRGLQ,VQcCL9PiNL_wkGf-uF3fjg,5,0,0,0,"My girlfriend and I had our first oyster experience ever at the Royal House and it was awesome.  The food was  quality and the wine was great.  We enjoyed a mixed batch of cooked and raw oysters, crayfish etoufee, and a brownie ala mode.  But the best part about this dinner was the service.  Our waitress was Tina and she killed it.  She gave us her full attention and was very attentive even though we were her only table.  Tina rocks!! She is funny, knowledgeable and efficient.  When you go to Royal House ask for Tina!!",2014-01-17 21:29:38
